Prénom;Sexe;Année de naissance;Occurence
JULIA;FILLE;2009;11.0
EMY;FILLE;2009;9.0
MÉLINE;FILLE;2009;9.0
NORAH;FILLE;2009;8.0
EMMY;FILLE;2009;7.0
LUCILE;FILLE;2009;7.0
ELINE;FILLE;2009;6.0
LÉANA;FILLE;2009;6.0
NAOMI;FILLE;2009;6.0
LOUIS;GARCON;2009;62.0
NOAH;GARCON;2009;47.0
TOM;GARCON;2009;46.0
ALEXANDRE;GARCON;2009;36.0
ANTOINE;GARCON;2009;35.0
NOLAN;GARCON;2009;34.0
YANIS;GARCON;2009;34.0
NOÉ;GARCON;2009;30.0
BAPTISTE;GARCON;2009;29.0
MALO;GARCON;2009;26.0
ROMAIN;GARCON;2009;23.0
ANTONIN;GARCON;2009;19.0
LIAM;GARCON;2009;16.0
ELIOTT;GARCON;2009;14.0
ROBIN;GARCON;2009;12.0
CORENTIN;GARCON;2009;11.0
ARMAND;GARCON;2009;9.0
LILIAN;GARCON;2009;9.0
LÉON;GARCON;2009;8.0
CHARLES;GARCON;2009;7.0
SWANN;GARCON;2009;7.0
TIAGO;GARCON;2009;7.0
CAMILLE;GARCON;2009;6.0
OWEN;GARCON;2009;6.0
ROMÉO;GARCON;2009;6.0
LOUNA;FILLE;2008;28.0
MARIE;FILLE;2008;21.0
PAULINE;FILLE;2008;15.0
LUNA;FILLE;2008;14.0
LOUISON;FILLE;2008;7.0
LOU-ANNE;FILLE;2008;6.0
MAXIME;GARCON;2008;29.0
SACHA;GARCON;2008;28.0
GABIN;GARCON;2008;27.0
PIERRE;GARCON;2008;25.0
ROMAIN;GARCON;2008;22.0
GUILLAUME;GARCON;2008;13.0
TIMOTHÉ;GARCON;2008;11.0
AMINE;GARCON;2008;9.0
LILIAN;GARCON;2008;9.0
YANN;GARCON;2008;9.0
HIPPOLYTE;GARCON;2008;7.0
PAOLO;GARCON;2008;7.0
ALAN;GARCON;2008;6.0
LUBIN;GARCON;2008;6.0
NAËL;GARCON;2008;6.0
ENORA;FILLE;2007;23.0
ADÈLE;FILLE;2007;21.0
ALICE;FILLE;2007;20.0
LISA;FILLE;2007;20.0
JUSTINE;FILLE;2007;18.0
ANAËLLE;FILLE;2007;12.0
ELSA;FILLE;2007;12.0
GABRIELLE;FILLE;2007;12.0
LOUANE;FILLE;2007;12.0
ALIX;FILLE;2007;10.0
FANNY;FILLE;2007;10.0
CASSANDRA;FILLE;2007;9.0
HÉLOÏSE;FILLE;2007;9.0
ALICIA;FILLE;2007;8.0
ORLANE;FILLE;2007;8.0
TESS;FILLE;2007;7.0
FLORA;FILLE;2007;6.0
MORGANE;FILLE;2007;6.0
NOAH;GARCON;2007;32.0
QUENTIN;GARCON;2007;30.0
EWEN;GARCON;2007;28.0
LILIAN;GARCON;2007;18.0
KYLIAN;GARCON;2007;14.0
JULIEN;GARCON;2007;12.0
JEAN;GARCON;2007;10.0
MATÉO;GARCON;2007;8.0
DAMIEN;GARCON;2007;7.0
ISAAC;GARCON;2007;7.0
RÉMI;GARCON;2007;7.0
CÔME;GARCON;2007;6.0
EMILIEN;GARCON;2007;6.0
KILIAN;GARCON;2007;6.0
NILS;GARCON;2007;6.0
TÉO;GARCON;2007;6.0
CLARA;FILLE;2006;53.0
JADE;FILLE;2006;42.0
LOLA;FILLE;2006;41.0
JULIE;FILLE;2006;27.0
LUCIE;FILLE;2006;25.0
CÉLIA;FILLE;2006;22.0
ENORA;FILLE;2006;16.0
MÉLINE;FILLE;2006;13.0
SALOMÉ;FILLE;2006;13.0
AMÉLIE;FILLE;2006;10.0
LILY;FILLE;2006;9.0
VALENTINE;FILLE;2006;9.0
ILONA;FILLE;2006;7.0
JASMINE;FILLE;2006;6.0
MORGANE;FILLE;2006;6.0
MATHIS;GARCON;2006;49.0
ANTOINE;GARCON;2006;37.0
QUENTIN;GARCON;2006;37.0
MARTIN;GARCON;2006;27.0
RAYAN;GARCON;2006;17.0
OWEN;GARCON;2006;12.0
MATHYS;GARCON;2006;11.0
HIPPOLYTE;GARCON;2006;10.0
MELVIN;GARCON;2006;9.0
DAVID;GARCON;2006;8.0
JORDAN;GARCON;2006;6.0
SOLAL;GARCON;2006;6.0
LÉA;FILLE;2005;50.0
JEANNE;FILLE;2005;42.0
SALOMÉ;FILLE;2005;15.0
AXELLE;FILLE;2005;13.0
MAËVA;FILLE;2005;13.0
CLARISSE;FILLE;2005;12.0
ANAËLLE;FILLE;2005;7.0
LISE;FILLE;2005;7.0
AUDREY;FILLE;2005;6.0
NAOMI;FILLE;2005;6.0
HUGO;GARCON;2005;54.0
JULES;GARCON;2005;39.0
RAPHAËL;GARCON;2005;30.0
FÉLIX;GARCON;2005;16.0
JULIEN;GARCON;2005;15.0
LENNY;GARCON;2005;13.0
MATTHIEU;GARCON;2005;13.0
GUILLAUME;GARCON;2005;12.0
SAMUEL;GARCON;2005;11.0
TRISTAN;GARCON;2005;10.0
ANATOLE;GARCON;2005;9.0
CYPRIEN;GARCON;2005;9.0
MATÉO;GARCON;2005;8.0
AURÉLIEN;GARCON;2005;7.0
CÔME;GARCON;2005;6.0
HECTOR;GARCON;2005;6.0
JASON;GARCON;2005;6.0
JORDAN;GARCON;2005;6.0
CAMILLE;FILLE;2004;36.0
INÈS;FILLE;2004;34.0
OCÉANE;FILLE;2004;23.0
LAURA;FILLE;2004;21.0
ALICE;FILLE;2004;18.0
LOU;FILLE;2004;17.0
CLARA;FILLE;2004;16.0
CLÉMENCE;FILLE;2004;13.0
CÉLIA;FILLE;2004;12.0
AMBRE;FILLE;2004;9.0
JOSÉPHINE;FILLE;2004;9.0
CLAIRE;FILLE;2004;6.0
ENZO;GARCON;2004;45.0
MAËL;GARCON;2004;26.0
RAPHAËL;GARCON;2004;16.0
MATHIAS;GARCON;2004;14.0
ADRIEN;GARCON;2004;13.0
ADAM;GARCON;2004;10.0
LENNY;GARCON;2004;10.0
FRANÇOIS;GARCON;2004;8.0
MARTIN;GARCON;2004;8.0
TIMOTHÉE;GARCON;2004;8.0
KENZO;GARCON;2004;7.0
HIPPOLYTE;GARCON;2004;6.0
JULIETTE;FILLE;2003;28.0
LOLA;FILLE;2003;22.0
MARGAUX;FILLE;2003;17.0
ELISA;FILLE;2003;10.0
BÉRÉNICE;FILLE;2003;7.0
SOLÈNE;FILLE;2003;7.0
LILA;FILLE;2003;6.0
ROMAIN;GARCON;2003;24.0
VALENTIN;GARCON;2003;19.0
VICTOR;GARCON;2003;19.0
ETHAN;GARCON;2003;12.0
SAMUEL;GARCON;2003;10.0
YANIS;GARCON;2003;9.0
MOHAMED;GARCON;2003;7.0
ARNAUD;GARCON;2003;6.0
MORGAN;GARCON;2003;6.0
SARAH;FILLE;2002;37.0
EVA;FILLE;2002;30.0
LUCIE;FILLE;2002;24.0
MARGOT;FILLE;2002;17.0
ELISE;FILLE;2002;15.0
EMILIE;FILLE;2002;14.0
ANNA;FILLE;2002;10.0
MAÉVA;FILLE;2002;7.0
THOMAS;GARCON;2002;50.0
HUGO;GARCON;2002;48.0
LUCAS;GARCON;2002;48.0
ADRIEN;GARCON;2002;18.0
BENJAMIN;GARCON;2002;16.0
EVAN;GARCON;2002;13.0
JORDAN;GARCON;2002;12.0
KILIAN;GARCON;2002;8.0
STEVEN;GARCON;2002;8.0
CAMILLE;GARCON;2002;6.0
EMILE;GARCON;2002;6.0
FÉLIX;GARCON;2002;6.0
LIAM;GARCON;2002;6.0
LORENZO;GARCON;2002;6.0
CLÉMENCE;FILLE;2001;42.0
EVA;FILLE;2001;25.0
ALICE;FILLE;2001;23.0
MARION;FILLE;2001;20.0
MÉLISSA;FILLE;2001;18.0
JADE;FILLE;2001;16.0
CHARLÈNE;FILLE;2001;10.0
MÉLINA;FILLE;2001;9.0
TESS;FILLE;2001;8.0
HÉLOÏSE;FILLE;2001;7.0
LESLIE;FILLE;2001;7.0
THOMAS;GARCON;2001;102.0
HUGO;GARCON;2001;69.0
LUCAS;GARCON;2001;56.0
NATHAN;GARCON;2001;41.0
ADRIEN;GARCON;2001;33.0
MATHÉO;GARCON;2001;22.0
SAMUEL;GARCON;2001;20.0
NOÉ;GARCON;2001;15.0
WILLIAM;GARCON;2001;15.0
ETIENNE;GARCON;2001;10.0
ERWANN;GARCON;2001;7.0
LÉOPOLD;GARCON;2001;7.0
RYAN;GARCON;2001;7.0
PABLO;GARCON;2001;6.0
LOUISE;FILLE;2019;62.0
CHLOÉ;FILLE;2019;43.0
LÉA;FILLE;2019;30.0
AMBRE;FILLE;2019;29.0
MARGAUX;FILLE;2019;28.0
NINA;FILLE;2019;26.0
LOLA;FILLE;2019;22.0
VICTOIRE;FILLE;2019;22.0
CHARLIE;FILLE;2019;20.0
SUZANNE;FILLE;2019;20.0
EVA;FILLE;2019;18.0
ROXANE;FILLE;2019;15.0
GABRIELLE;FILLE;2019;14.0
AYA;FILLE;2019;13.0
NORAH;FILLE;2019;13.0
ZÉLIE;FILLE;2019;11.0
DIANE;FILLE;2019;10.0
ÉLISE;FILLE;2019;9.0
MAËLYS;FILLE;2019;9.0
MARIE;FILLE;2019;8.0
LILY;FILLE;2019;7.0
MAÏNA;FILLE;2019;7.0
NOÉMIE;FILLE;2019;7.0
ADÉLIE;FILLE;2019;6.0
CLÉO;FILLE;2019;6.0
ELENA;FILLE;2019;6.0
ELINE;FILLE;2019;6.0
LANA;FILLE;2019;6.0
LOUANE;FILLE;2019;6.0
YUNA;FILLE;2019;6.0
LÉO;GARCON;2019;52.0
MALO;GARCON;2019;40.0
AUGUSTIN;GARCON;2019;32.0
MATHIS;GARCON;2019;31.0
NATHAN;GARCON;2019;25.0
CAMILLE;GARCON;2019;23.0
SIMON;GARCON;2019;23.0
TOM;GARCON;2019;23.0
ALEXANDRE;GARCON;2019;18.0
ABEL;GARCON;2019;15.0
SOAN;GARCON;2019;14.0
MAXIME;GARCON;2019;13.0
MATHÉO;GARCON;2019;12.0
RAFAEL;GARCON;2019;10.0
LOUKA;GARCON;2019;9.0
CHARLY;GARCON;2019;8.0
SWANN;GARCON;2019;8.0
ALOÏS;GARCON;2019;7.0
LYAM;GARCON;2019;7.0
TITOUAN;GARCON;2019;7.0
ELIOT;GARCON;2019;6.0
ÉMILE;GARCON;2019;6.0
LÉOPOLD;GARCON;2019;6.0
ALICE;FILLE;2018;53.0
LOUISE;FILLE;2018;45.0
CHLOÉ;FILLE;2018;44.0
AGATHE;FILLE;2018;36.0
JEANNE;FILLE;2018;34.0
CAMILLE;FILLE;2018;31.0
LOLA;FILLE;2018;27.0
NINA;FILLE;2018;18.0
ANAÏS;FILLE;2018;16.0
APOLLINE;FILLE;2018;16.0
MIA;FILLE;2018;16.0
SARAH;FILLE;2018;15.0
JUDITH;FILLE;2018;10.0
MONA;FILLE;2018;10.0
ZÉLIE;FILLE;2018;10.0
VALENTINE;FILLE;2018;9.0
CASSANDRE;FILLE;2018;8.0
MAËLLE;FILLE;2018;8.0
MARIA;FILLE;2018;7.0
AVA;FILLE;2018;6.0
DIANE;FILLE;2018;6.0
INAYA;FILLE;2018;6.0
LIA;FILLE;2018;6.0
SARA;FILLE;2018;6.0
MAËL;GARCON;2018;55.0
MARIUS;GARCON;2018;39.0
LÉON;GARCON;2018;37.0
NATHAN;GARCON;2018;34.0
MATHIS;GARCON;2018;30.0
GASPARD;GARCON;2018;29.0
MAXENCE;GARCON;2018;26.0
JOSEPH;GARCON;2018;22.0
ANTOINE;GARCON;2018;21.0
ALEXIS;GARCON;2018;14.0
ARSÈNE;GARCON;2018;14.0
RAYAN;GARCON;2018;12.0
THIBAULT;GARCON;2018;11.0
KYLIAN;GARCON;2018;10.0
LOUKA;GARCON;2018;9.0
ALI;GARCON;2018;8.0
GAËL;GARCON;2018;8.0
LOGAN;GARCON;2018;8.0
TIMOTHÉ;GARCON;2018;8.0
MATTÉO;GARCON;2018;7.0
NAÏM;GARCON;2018;7.0
MEHDI;GARCON;2018;6.0
SOFIANE;GARCON;2018;6.0
CAMILLE;FILLE;2017;45.0
JADE;FILLE;2017;42.0
CHARLOTTE;FILLE;2017;26.0
CAPUCINE;FILLE;2017;24.0
JULIA;FILLE;2017;23.0
FAUSTINE;FILLE;2017;18.0
LOLA;FILLE;2017;18.0
ZÉLIE;FILLE;2017;18.0
JOSÉPHINE;FILLE;2017;17.0
CLÉMENCE;FILLE;2017;13.0
MATHILDE;FILLE;2017;13.0
ELSA;FILLE;2017;11.0
LISON;FILLE;2017;11.0
MARYAM;FILLE;2017;10.0
MARIE;FILLE;2017;8.0
LOUISON;FILLE;2017;7.0
SWANN;FILLE;2017;7.0
ELLA;FILLE;2017;6.0
LILA;FILLE;2017;6.0
LILWENN;FILLE;2017;6.0
STELLA;FILLE;2017;6.0
GABRIEL;GARCON;2017;64.0
HUGO;GARCON;2017;46.0
ELIOTT;GARCON;2017;35.0
GASPARD;GARCON;2017;28.0
TIMÉO;GARCON;2017;23.0
SIMON;GARCON;2017;18.0
RUBEN;GARCON;2017;15.0
MATHIAS;GARCON;2017;11.0
OCTAVE;GARCON;2017;11.0
TITOUAN;GARCON;2017;11.0
ELLIOT;GARCON;2017;9.0
LENNY;GARCON;2017;9.0
ILAN;GARCON;2017;8.0
SOLAL;GARCON;2017;8.0
ADEM;GARCON;2017;7.0
AHMED;GARCON;2017;7.0
MORGAN;GARCON;2017;7.0
CHARLES;GARCON;2017;6.0
NATHAËL;GARCON;2017;6.0
SIMÉON;GARCON;2017;6.0
TIMOTHÉE;GARCON;2017;6.0
ROMANE;FILLE;2016;26.0
SARAH;FILLE;2016;24.0
AMBRE;FILLE;2016;23.0
JULIA;FILLE;2016;22.0
ANAËLLE;FILLE;2016;10.0
ELENA;FILLE;2016;9.0
SOUMAYA;FILLE;2016;9.0
CASSANDRE;FILLE;2016;7.0
ELISA;FILLE;2016;6.0
MAËLYNE;FILLE;2016;6.0
LUCAS;GARCON;2016;60.0
AXEL;GARCON;2016;35.0
VICTOR;GARCON;2016;35.0
CÔME;GARCON;2016;25.0
LÉON;GARCON;2016;22.0
ANTOINE;GARCON;2016;21.0
MOHAMED;GARCON;2016;19.0
MATHÉO;GARCON;2016;16.0
AMIR;GARCON;2016;13.0
BASILE;GARCON;2016;13.0
ELIOT;GARCON;2016;12.0
LOUISON;GARCON;2016;11.0
CHARLIE;GARCON;2016;10.0
LILIAN;GARCON;2016;10.0
NICOLAS;GARCON;2016;9.0
NASSIM;GARCON;2016;8.0
ERNEST;GARCON;2016;7.0
RYAN;GARCON;2016;7.0
SOLAL;GARCON;2016;7.0
ISMAËL;GARCON;2016;6.0
LUKA;GARCON;2016;6.0
THIBAULT;GARCON;2016;6.0
CAMILLE;FILLE;2015;45.0
LÉONIE;FILLE;2015;28.0
NINA;FILLE;2015;21.0
NOÉMIE;FILLE;2015;15.0
EMY;FILLE;2015;14.0
LOUNA;FILLE;2015;13.0
CANDICE;FILLE;2015;11.0
INAYA;FILLE;2015;11.0
GABRIELLE;FILLE;2015;9.0
MYA;FILLE;2015;9.0
MARIE;FILLE;2015;7.0
SUZIE;FILLE;2015;7.0
CÉLESTE;FILLE;2015;6.0
CLÉA;FILLE;2015;6.0
ÉMIE;FILLE;2015;6.0
FANNY;FILLE;2015;6.0
JUSTINE;FILLE;2015;6.0
LILWENN;FILLE;2015;6.0
MAÏNA;FILLE;2015;6.0
RAPHAËL;GARCON;2015;58.0
TIMÉO;GARCON;2015;38.0
MARTIN;GARCON;2015;35.0
NOAH;GARCON;2015;30.0
MAXIME;GARCON;2015;27.0
ALEXIS;GARCON;2015;21.0
CAMILLE;GARCON;2015;16.0
JEAN;GARCON;2015;15.0
AUBIN;GARCON;2015;13.0
ACHILLE;GARCON;2015;9.0
HECTOR;GARCON;2015;9.0
AYMEN;GARCON;2015;8.0
LUIS;GARCON;2015;7.0
THIAGO;GARCON;2015;7.0
AMINE;GARCON;2015;6.0
ELIAS;GARCON;2015;6.0
JEANNE;FILLE;2014;45.0
SARAH;FILLE;2014;27.0
MILA;FILLE;2014;22.0
AGATHE;FILLE;2014;21.0
ZÉLIE;FILLE;2014;16.0
MIA;FILLE;2014;15.0
ANOUK;FILLE;2014;13.0
CLÉMENTINE;FILLE;2014;13.0
LILY;FILLE;2014;10.0
MÉLINE;FILLE;2014;8.0
RACHEL;FILLE;2014;8.0
AMANDINE;FILLE;2014;7.0
LAURA;FILLE;2014;7.0
ASSIA;FILLE;2014;6.0
CÉLESTINE;FILLE;2014;6.0
GASPARD;GARCON;2014;26.0
VALENTIN;GARCON;2014;26.0
ANTOINE;GARCON;2014;17.0
ELOUAN;GARCON;2014;10.0
AYMEN;GARCON;2014;9.0
EDGAR;GARCON;2014;8.0
KENZO;GARCON;2014;8.0
NAÏM;GARCON;2014;8.0
GAËTAN;GARCON;2014;6.0
YOUSSEF;GARCON;2014;6.0
CAMILLE;FILLE;2013;42.0
LINA;FILLE;2013;27.0
LILOU;FILLE;2013;25.0
ANAÏS;FILLE;2013;23.0
AGATHE;FILLE;2013;19.0
SOLINE;FILLE;2013;13.0
MAËLLE;FILLE;2013;11.0
OLIVIA;FILLE;2013;11.0
HÉLOÏSE;FILLE;2013;10.0
NINON;FILLE;2013;10.0
LOUISA;FILLE;2013;7.0
ALIYA;FILLE;2013;6.0
ANAÉ;FILLE;2013;6.0
LALY;FILLE;2013;6.0
LOUISON;FILLE;2013;6.0
MARINE;FILLE;2013;6.0
ADAM;GARCON;2013;41.0
MALO;GARCON;2013;26.0
VALENTIN;GARCON;2013;25.0
LUCIEN;GARCON;2013;22.0
MATHÉO;GARCON;2013;17.0
NOA;GARCON;2013;17.0
SAMUEL;GARCON;2013;15.0
THIBAULT;GARCON;2013;13.0
TIMOTHÉE;GARCON;2013;12.0
AMINE;GARCON;2013;8.0
JULIAN;GARCON;2013;6.0
LÉANDRE;GARCON;2013;6.0
MAHÉ;GARCON;2013;6.0
MARCEL;GARCON;2013;6.0
NOLANN;GARCON;2013;6.0
JEANNE;FILLE;2012;48.0
EMMA;FILLE;2012;45.0
JADE;FILLE;2012;42.0
LÉONIE;FILLE;2012;35.0
ZOÉ;FILLE;2012;34.0
SARAH;FILLE;2012;28.0
LINA;FILLE;2012;25.0
CHARLOTTE;FILLE;2012;24.0
CAPUCINE;FILLE;2012;17.0
EVA;FILLE;2012;17.0
JULIA;FILLE;2012;14.0
THAÏS;FILLE;2012;14.0
ZÉLIE;FILLE;2012;14.0
GABRIELLE;FILLE;2012;12.0
LYA;FILLE;2012;9.0
AYA;FILLE;2012;8.0
ÉLÉA;FILLE;2012;7.0
MÉLINE;FILLE;2012;7.0
ÉNORA;FILLE;2012;6.0
RAPHAËL;GARCON;2012;40.0
AXEL;GARCON;2012;33.0
MARTIN;GARCON;2012;33.0
EVAN;GARCON;2012;27.0
MAXENCE;GARCON;2012;26.0
MATHYS;GARCON;2012;17.0
TIMOTHÉE;GARCON;2012;14.0
OWEN;GARCON;2012;12.0
CÔME;GARCON;2012;10.0
MOHAMED;GARCON;2012;10.0
JEAN;GARCON;2012;9.0
ANTONIN;GARCON;2012;8.0
JOSEPH;GARCON;2012;7.0
WILLIAM;GARCON;2012;7.0
DAVID;GARCON;2012;6.0
EWENN;GARCON;2012;6.0
LUBIN;GARCON;2012;6.0
NAÏM;GARCON;2012;6.0
NOLHAN;GARCON;2012;6.0
ALICE;FILLE;2011;37.0
LUCIE;FILLE;2011;23.0
LINA;FILLE;2011;22.0
LOU;FILLE;2011;21.0
MAÏWENN;FILLE;2011;14.0
MAYA;FILLE;2011;11.0
LOUISA;FILLE;2011;10.0
AGATHE;FILLE;2011;9.0
ELISA;FILLE;2011;9.0
CASSANDRA;FILLE;2011;8.0
LEÏLA;FILLE;2011;8.0
LUDIVINE;FILLE;2011;7.0
MÉLISSA;FILLE;2011;7.0
YOUNA;FILLE;2011;7.0
ELÉONORE;FILLE;2011;6.0
LUNA;FILLE;2011;6.0
SIDONIE;FILLE;2011;6.0
VICTOIRE;FILLE;2011;6.0
RAPHAËL;GARCON;2011;43.0
SACHA;GARCON;2011;39.0
MAXIME;GARCON;2011;36.0
NINO;GARCON;2011;27.0
GASPARD;GARCON;2011;26.0
ANTOINE;GARCON;2011;25.0
ROMAIN;GARCON;2011;22.0
LÉON;GARCON;2011;14.0
KENZO;GARCON;2011;12.0
RAFAËL;GARCON;2011;10.0
JOACHIM;GARCON;2011;6.0
LENZO;GARCON;2011;6.0
LUKA;GARCON;2011;6.0
EMMA;FILLE;2010;65.0
LOUISE;FILLE;2010;57.0
SARAH;FILLE;2010;30.0
LUCIE;FILLE;2010;25.0
MARGAUX;FILLE;2010;23.0
MARGOT;FILLE;2010;21.0
LOUANE;FILLE;2010;19.0
MILA;FILLE;2010;19.0
CAPUCINE;FILLE;2010;13.0
MARINE;FILLE;2010;12.0
MAYA;FILLE;2010;12.0
LOUISON;FILLE;2010;11.0
EMILIE;FILLE;2010;10.0
LUNA;FILLE;2010;10.0
ELISA;FILLE;2010;9.0
LANA;FILLE;2010;8.0
CÉLESTE;FILLE;2010;7.0
FANNY;FILLE;2010;7.0
GARANCE;FILLE;2010;7.0
HÉLOÏSE;FILLE;2010;6.0
CLÉMENT;GARCON;2010;49.0
THÉO;GARCON;2010;43.0
ANTOINE;GARCON;2010;33.0
YANIS;GARCON;2010;29.0
ALEXANDRE;GARCON;2010;25.0
MARTIN;GARCON;2010;20.0
TIMOTHÉE;GARCON;2010;18.0
THIBAULT;GARCON;2010;16.0
MATHYS;GARCON;2010;15.0
BASTIEN;GARCON;2010;10.0
CHARLES;GARCON;2010;8.0
MERLIN;GARCON;2010;8.0
RUBEN;GARCON;2010;8.0
YLAN;GARCON;2010;6.0
EMMA;FILLE;2009;63.0
CHLOÉ;FILLE;2009;54.0
LOLA;FILLE;2009;29.0
LOU;FILLE;2009;29.0
EVA;FILLE;2009;25.0
ALICE;FILLE;2009;22.0
THAÏS;FILLE;2009;19.0
AMBRE;FILLE;2009;18.0
LISA;FILLE;2009;18.0
CAPUCINE;FILLE;2009;13.0
ELSA;FILLE;2009;13.0
TESS;FILLE;2009;12.0
EMILIE;FILLE;2009;11.0
AYA;FILLE;2009;9.0
LYA;FILLE;2009;8.0
MORGANE;FILLE;2009;8.0
SHAÏNA;FILLE;2009;8.0
FANNY;FILLE;2009;7.0
MAÏWENN;FILLE;2009;7.0
ALYSSA;FILLE;2009;6.0
LOUISA;FILLE;2009;6.0
MÉLANIE;FILLE;2009;6.0
ZIA;FILLE;2009;6.0
TITOUAN;GARCON;2009;49.0
HUGO;GARCON;2009;32.0
SIMON;GARCON;2009;29.0
SACHA;GARCON;2009;28.0
GASPARD;GARCON;2009;21.0
AARON;GARCON;2009;17.0
LOUKA;GARCON;2009;13.0
JULIEN;GARCON;2009;12.0
BASILE;GARCON;2009;11.0
ERWAN;GARCON;2009;11.0
ISAAC;GARCON;2009;11.0
DYLAN;GARCON;2009;10.0
ESTÉBAN;GARCON;2009;10.0
MILAN;GARCON;2009;9.0
LILOU;FILLE;2008;54.0
ROMANE;FILLE;2008;46.0
LOU;FILLE;2008;35.0
SARAH;FILLE;2008;34.0
ANNA;FILLE;2008;19.0
EVA;FILLE;2008;18.0
MORGANE;FILLE;2008;10.0
NORAH;FILLE;2008;10.0
CANDICE;FILLE;2008;9.0
INES;FILLE;2008;9.0
JULIA;FILLE;2008;9.0
ZÉLIE;FILLE;2008;9.0
EMMY;FILLE;2008;8.0
LALIE;FILLE;2008;8.0
YASMINE;FILLE;2008;7.0
CASSIE;FILLE;2008;6.0
SOLINE;FILLE;2008;6.0
LOUIS;GARCON;2008;55.0
ENZO;GARCON;2008;54.0
NATHAN;GARCON;2008;53.0
TIMÉO;GARCON;2008;40.0
LENNY;GARCON;2008;25.0
ADAM;GARCON;2008;23.0
OSCAR;GARCON;2008;17.0
BENJAMIN;GARCON;2008;13.0
CORENTIN;GARCON;2008;13.0
JULIEN;GARCON;2008;12.0
ILHAN;GARCON;2008;8.0
MATTÉO;GARCON;2008;7.0
EDGAR;GARCON;2008;6.0
ELIE;GARCON;2008;6.0
MELVIN;GARCON;2008;6.0
MILO;GARCON;2008;6.0
CAMILLE;FILLE;2007;48.0
SARAH;FILLE;2007;44.0
LOU;FILLE;2007;21.0
ANNA;FILLE;2007;20.0
FAUSTINE;FILLE;2007;13.0
CARLA;FILLE;2007;12.0
JOSÉPHINE;FILLE;2007;9.0
NINA;FILLE;2007;9.0
ZÉLIE;FILLE;2007;9.0
JULIA;FILLE;2007;8.0
LUCILE;FILLE;2007;8.0
NORA;FILLE;2007;8.0
COLOMBE;FILLE;2007;7.0
JULES;GARCON;2007;55.0
PAUL;GARCON;2007;48.0
MATHÉO;GARCON;2007;41.0
MAXIME;GARCON;2007;26.0
NOA;GARCON;2007;22.0
ELIOT;GARCON;2007;14.0
ESTEBAN;GARCON;2007;13.0
RAYAN;GARCON;2007;9.0
DIEGO;GARCON;2007;8.0
KILLIAN;GARCON;2007;8.0
LÉON;GARCON;2007;8.0
MOHAMED;GARCON;2007;8.0
CHARLES;GARCON;2007;7.0
MALONE;GARCON;2007;7.0
NOAM;GARCON;2007;7.0
OWEN;GARCON;2007;7.0
ELLIOT;GARCON;2007;6.0
ISMAËL;GARCON;2007;6.0
SASHA;GARCON;2007;6.0
CAMILLE;FILLE;2006;56.0
LOUNA;FILLE;2006;29.0
MATHILDE;FILLE;2006;20.0
MÉLISSA;FILLE;2006;13.0
ELISA;FILLE;2006;10.0
ALEXIA;FILLE;2006;7.0
COLINE;FILLE;2006;7.0
DAPHNÉ;FILLE;2006;7.0
LAURINE;FILLE;2006;6.0
LOUIS;GARCON;2006;49.0
PIERRE;GARCON;2006;30.0
RAPHAËL;GARCON;2006;23.0
ANTONIN;GARCON;2006;16.0
CORENTIN;GARCON;2006;16.0
FLORIAN;GARCON;2006;13.0
NOLANN;GARCON;2006;11.0
LIAM;GARCON;2006;10.0
OSCAR;GARCON;2006;9.0
ARMAND;GARCON;2006;8.0
EWAN;GARCON;2006;8.0
KILLIAN;GARCON;2006;8.0
MATTHIEU;GARCON;2006;8.0
AURÉLIEN;GARCON;2006;7.0
JOSHUA;GARCON;2006;7.0
EDGAR;GARCON;2006;6.0
LUCIE;FILLE;2005;44.0
MATHILDE;FILLE;2005;29.0
CLÉMENCE;FILLE;2005;26.0
LAURA;FILLE;2005;24.0
ENORA;FILLE;2005;18.0
CARLA;FILLE;2005;12.0
MAÏWENN;FILLE;2005;8.0
JULIA;FILLE;2005;6.0
MÉLINE;FILLE;2005;6.0
SALMA;FILLE;2005;6.0
TESS;FILLE;2005;6.0
MATHIS;GARCON;2005;62.0
THÉO;GARCON;2005;44.0
MAXIME;GARCON;2005;31.0
MATHÉO;GARCON;2005;29.0
MARTIN;GARCON;2005;24.0
MALO;GARCON;2005;23.0
GABIN;GARCON;2005;16.0
KYLIAN;GARCON;2005;16.0
ESTEBAN;GARCON;2005;13.0
MOHAMED;GARCON;2005;13.0
KILIAN;GARCON;2005;12.0
NICOLAS;GARCON;2005;11.0
ADAM;GARCON;2005;10.0
ALEX;GARCON;2005;9.0
NOLANN;GARCON;2005;9.0
OSCAR;GARCON;2005;9.0
JÉRÉMY;GARCON;2005;8.0
EMILIEN;GARCON;2005;6.0
TANGUY;GARCON;2005;6.0
JADE;FILLE;2004;26.0
LUCIE;FILLE;2004;26.0
LOLA;FILLE;2004;21.0
MARINE;FILLE;2004;20.0
ZOÉ;FILLE;2004;19.0
MAËLLE;FILLE;2004;14.0
SALOMÉ;FILLE;2004;14.0
ALICIA;FILLE;2004;13.0
ILONA;FILLE;2004;12.0
ENORA;FILLE;2004;11.0
LÉONIE;FILLE;2004;10.0
MARGAUX;FILLE;2004;9.0
CLARISSE;FILLE;2004;8.0
EMELINE;FILLE;2004;7.0
